Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,AU,Australia,WPRO,0,0,0,0
2020-01-04,AU,Australia,WPRO,0,0,0,0
2020-01-05,AU,Australia,WPRO,0,0,0,0
2020-01-06,AU,Australia,WPRO,0,0,0,0
2020-01-07,AU,Australia,WPRO,0,0,0,0
2020-01-08,AU,Australia,WPRO,0,0,0,0
2020-01-09,AU,Australia,WPRO,0,0,0,0
2020-01-10,AU,Australia,WPRO,0,0,0,0
2020-01-11,AU,Australia,WPRO,0,0,0,0
2020-01-12,AU,Australia,WPRO,0,0,0,0
2020-01-13,AU,Australia,WPRO,0,0,0,0
2020-01-14,AU,Australia,WPRO,0,0,0,0
2020-01-15,AU,Australia,WPRO,0,0,0,0
2020-01-16,AU,Australia,WPRO,0,0,0,0
2020-01-17,AU,Australia,WPRO,0,0,0,0
2020-01-18,AU,Australia,WPRO,0,0,0,0
2020-01-19,AU,Australia,WPRO,0,0,0,0
2020-01-20,AU,Australia,WPRO,0,0,0,0
2020-01-21,AU,Australia,WPRO,0,0,0,0
2020-01-22,AU,Australia,WPRO,0,0,0,0
2020-01-23,AU,Australia,WPRO,0,0,0,0
2020-01-24,AU,Australia,WPRO,0,0,0,0
2020-01-25,AU,Australia,WPRO,7,7,0,0
2020-01-26,AU,Australia,WPRO,1,8,0,0
2020-01-27,AU,Australia,WPRO,1,9,0,0
2020-01-28,AU,Australia,WPRO,0,9,0,0
2020-01-29,AU,Australia,WPRO,2,11,0,0
2020-01-30,AU,Australia,WPRO,2,13,0,0
2020-01-31,AU,Australia,WPRO,0,13,0,0
2020-02-01,AU,Australia,WPRO,3,16,0,0
2020-02-02,AU,Australia,WPRO,0,16,0,0
2020-02-03,AU,Australia,WPRO,0,16,0,0
2020-02-04,AU,Australia,WPRO,1,17,0,0
2020-02-05,AU,Australia,WPRO,1,18,0,0
2020-02-06,AU,Australia,WPRO,1,19,0,0
2020-02-07,AU,Australia,WPRO,0,19,0,0
2020-02-08,AU,Australia,WPRO,0,19,0,0
2020-02-09,AU,Australia,WPRO,0,19,0,0
2020-02-10,AU,Australia,WPRO,0,19,0,0
2020-02-11,AU,Australia,WPRO,0,19,0,0
2020-02-12,AU,Australia,WPRO,0,19,0,0
2020-02-13,AU,Australia,WPRO,0,19,0,0
2020-02-14,AU,Australia,WPRO,0,19,0,0
2020-02-15,AU,Australia,WPRO,0,19,0,0
2020-02-16,AU,Australia,WPRO,0,19,0,0
2020-02-17,AU,Australia,WPRO,0,19,0,0
2020-02-18,AU,Australia,WPRO,0,19,0,0
2020-02-19,AU,Australia,WPRO,0,19,0,0
2020-02-20,AU,Australia,WPRO,0,19,0,0
2020-02-21,AU,Australia,WPRO,2,21,0,0
2020-02-22,AU,Australia,WPRO,4,25,0,0
2020-02-23,AU,Australia,WPRO,1,26,0,0
2020-02-24,AU,Australia,WPRO,0,26,0,0
2020-02-25,AU,Australia,WPRO,1,27,0,0
2020-02-26,AU,Australia,WPRO,0,27,0,0
2020-02-27,AU,Australia,WPRO,0,27,0,0
2020-02-28,AU,Australia,WPRO,0,27,0,0
2020-02-29,AU,Australia,WPRO,2,29,0,0
2020-03-01,AU,Australia,WPRO,2,31,1,1
2020-03-02,AU,Australia,WPRO,6,37,0,1
2020-03-03,AU,Australia,WPRO,0,37,0,1
2020-03-04,AU,Australia,WPRO,0,37,0,1
2020-03-05,AU,Australia,WPRO,10,47,0,1
2020-03-06,AU,Australia,WPRO,19,66,1,2
2020-03-07,AU,Australia,WPRO,8,74,0,2
2020-03-08,AU,Australia,WPRO,7,81,1,3
2020-03-09,AU,Australia,WPRO,15,96,0,3
2020-03-10,AU,Australia,WPRO,0,96,0,3
2020-03-11,AU,Australia,WPRO,30,126,0,3
2020-03-12,AU,Australia,WPRO,18,144,0,3
2020-03-13,AU,Australia,WPRO,49,193,0,3
2020-03-14,AU,Australia,WPRO,8,201,0,3
2020-03-15,AU,Australia,WPRO,101,302,2,5
2020-03-16,AU,Australia,WPRO,38,340,0,5
2020-03-17,AU,Australia,WPRO,78,418,0,5
2020-03-18,AU,Australia,WPRO,96,514,1,6
2020-03-19,AU,Australia,WPRO,195,709,0,6
2020-03-20,AU,Australia,WPRO,164,873,1,7
2020-03-21,AU,Australia,WPRO,208,1081,0,7
2020-03-22,AU,Australia,WPRO,17,1098,0,7
2020-03-23,AU,Australia,WPRO,611,1709,0,7
2020-03-24,AU,Australia,WPRO,427,2136,1,8
2020-03-25,AU,Australia,WPRO,287,2423,0,8
2020-03-26,AU,Australia,WPRO,376,2799,3,11
2020-03-27,AU,Australia,WPRO,186,2985,2,13
2020-03-28,AU,Australia,WPRO,650,3635,1,14
2020-03-29,AU,Australia,WPRO,331,3966,2,16
2020-03-30,AU,Australia,WPRO,279,4245,2,18
2020-03-31,AU,Australia,WPRO,312,4557,1,19
2020-04-01,AU,Australia,WPRO,303,4860,1,20
2020-04-02,AU,Australia,WPRO,116,4976,1,21
2020-04-03,AU,Australia,WPRO,374,5350,5,26
2020-04-04,AU,Australia,WPRO,104,5454,2,28
2020-04-05,AU,Australia,WPRO,181,5635,6,34
2020-04-06,AU,Australia,WPRO,160,5795,5,39
2020-04-07,AU,Australia,WPRO,49,5844,3,42
2020-04-08,AU,Australia,WPRO,112,5956,3,45
2020-04-09,AU,Australia,WPRO,96,6052,5,50
2020-04-10,AU,Australia,WPRO,100,6152,2,52
2020-04-11,AU,Australia,WPRO,137,6289,4,56
2020-04-12,AU,Australia,WPRO,24,6313,3,59
2020-04-13,AU,Australia,WPRO,9,6322,2,61
2020-04-14,AU,Australia,WPRO,44,6366,0,61
2020-04-15,AU,Australia,WPRO,50,6416,0,61
2020-04-16,AU,Australia,WPRO,42,6458,2,63
2020-04-17,AU,Australia,WPRO,10,6468,0,63
2020-04-18,AU,Australia,WPRO,65,6533,4,67
2020-04-19,AU,Australia,WPRO,73,6606,3,70
2020-04-20,AU,Australia,WPRO,6,6612,0,70
2020-04-21,AU,Australia,WPRO,13,6625,1,71
2020-04-22,AU,Australia,WPRO,22,6647,3,74
2020-04-23,AU,Australia,WPRO,14,6661,1,75
2020-04-24,AU,Australia,WPRO,6,6667,1,76
2020-04-25,AU,Australia,WPRO,20,6687,3,79
2020-04-26,AU,Australia,WPRO,16,6703,2,81
2020-04-27,AU,Australia,WPRO,10,6713,2,83
2020-04-28,AU,Australia,WPRO,12,6725,1,84
2020-04-29,AU,Australia,WPRO,13,6738,4,88
2020-04-30,AU,Australia,WPRO,8,6746,2,90
2020-05-01,AU,Australia,WPRO,16,6762,2,92
2020-05-02,AU,Australia,WPRO,5,6767,1,93
2020-05-03,AU,Australia,WPRO,16,6783,0,93
2020-05-04,AU,Australia,WPRO,18,6801,2,95
2020-05-05,AU,Australia,WPRO,24,6825,0,95
2020-05-06,AU,Australia,WPRO,24,6849,1,96
2020-05-07,AU,Australia,WPRO,26,6875,1,97
2020-05-08,AU,Australia,WPRO,21,6896,0,97
2020-05-09,AU,Australia,WPRO,18,6914,0,97
2020-05-10,AU,Australia,WPRO,15,6929,0,97
2020-05-11,AU,Australia,WPRO,12,6941,0,97
2020-05-12,AU,Australia,WPRO,7,6948,0,97
2020-05-13,AU,Australia,WPRO,16,6964,0,97
2020-05-14,AU,Australia,WPRO,11,6975,1,98
2020-05-15,AU,Australia,WPRO,14,6989,0,98
2020-05-16,AU,Australia,WPRO,30,7019,0,98
2020-05-17,AU,Australia,WPRO,17,7036,0,98
2020-05-18,AU,Australia,WPRO,9,7045,0,98
2020-05-19,AU,Australia,WPRO,15,7060,1,99
2020-05-20,AU,Australia,WPRO,8,7068,0,99
2020-05-21,AU,Australia,WPRO,11,7079,1,100
2020-05-22,AU,Australia,WPRO,2,7081,0,100
2020-05-23,AU,Australia,WPRO,14,7095,1,101
2020-05-24,AU,Australia,WPRO,11,7106,1,102
2020-05-25,AU,Australia,WPRO,3,7109,0,102
2020-05-26,AU,Australia,WPRO,9,7118,0,102
2020-05-27,AU,Australia,WPRO,15,7133,0,102
2020-05-28,AU,Australia,WPRO,6,7139,1,103
2020-05-29,AU,Australia,WPRO,11,7150,0,103
2020-05-30,AU,Australia,WPRO,23,7173,0,103
2020-05-31,AU,Australia,WPRO,12,7185,0,103
2020-06-01,AU,Australia,WPRO,10,7195,0,103
2020-06-02,AU,Australia,WPRO,9,7204,0,103
2020-06-03,AU,Australia,WPRO,17,7221,0,103
2020-06-04,AU,Australia,WPRO,8,7229,-1,102
2020-06-05,AU,Australia,WPRO,11,7240,0,102
2020-06-06,AU,Australia,WPRO,11,7251,0,102
2020-06-07,AU,Australia,WPRO,4,7255,0,102
2020-06-08,AU,Australia,WPRO,5,7260,0,102
2020-06-09,AU,Australia,WPRO,5,7265,0,102
2020-06-10,AU,Australia,WPRO,2,7267,0,102
2020-06-11,AU,Australia,WPRO,0,7267,0,102
2020-06-12,AU,Australia,WPRO,18,7285,0,102
2020-06-13,AU,Australia,WPRO,5,7290,0,102
2020-06-14,AU,Australia,WPRO,12,7302,0,102
2020-06-15,AU,Australia,WPRO,18,7320,0,102
2020-06-16,AU,Australia,WPRO,15,7335,0,102
2020-06-17,AU,Australia,WPRO,12,7347,0,102
2020-06-18,AU,Australia,WPRO,23,7370,0,102
2020-06-19,AU,Australia,WPRO,21,7391,0,102
2020-06-20,AU,Australia,WPRO,18,7409,0,102
2020-06-21,AU,Australia,WPRO,27,7436,0,102
2020-06-22,AU,Australia,WPRO,25,7461,0,102
2020-06-23,AU,Australia,WPRO,13,7474,0,102
2020-06-24,AU,Australia,WPRO,18,7492,0,102
2020-06-25,AU,Australia,WPRO,29,7521,1,103
2020-06-26,AU,Australia,WPRO,37,7558,1,104
2020-06-27,AU,Australia,WPRO,37,7595,0,104
2020-06-28,AU,Australia,WPRO,46,7641,0,104
2020-06-29,AU,Australia,WPRO,45,7686,0,104
2020-06-30,AU,Australia,WPRO,81,7767,0,104
2020-07-01,AU,Australia,WPRO,67,7834,0,104
2020-07-02,AU,Australia,WPRO,86,7920,0,104
2020-07-03,AU,Australia,WPRO,81,8001,0,104
2020-07-04,AU,Australia,WPRO,254,8255,0,104
2020-07-05,AU,Australia,WPRO,107,8362,0,104
2020-07-06,AU,Australia,WPRO,87,8449,0,104
2020-07-07,AU,Australia,WPRO,137,8586,2,106
2020-07-08,AU,Australia,WPRO,169,8755,0,106
2020-07-09,AU,Australia,WPRO,131,8886,0,106
2020-07-10,AU,Australia,WPRO,173,9059,0,106
2020-07-11,AU,Australia,WPRO,300,9359,0,106
2020-07-12,AU,Australia,WPRO,194,9553,1,107
2020-07-13,AU,Australia,WPRO,244,9797,1,108
2020-07-14,AU,Australia,WPRO,183,9980,0,108
2020-07-15,AU,Australia,WPRO,271,10251,0,108
2020-07-16,AU,Australia,WPRO,244,10495,3,111
2020-07-17,AU,Australia,WPRO,315,10810,2,113
2020-07-18,AU,Australia,WPRO,425,11235,3,116
2020-07-19,AU,Australia,WPRO,206,11441,2,118
2020-07-20,AU,Australia,WPRO,361,11802,4,122
2020-07-21,AU,Australia,WPRO,267,12069,1,123
2020-07-22,AU,Australia,WPRO,359,12428,3,126
2020-07-23,AU,Australia,WPRO,468,12896,2,128
2020-07-24,AU,Australia,WPRO,410,13306,5,133
2020-07-25,AU,Australia,WPRO,289,13595,6,139
2020-07-26,AU,Australia,WPRO,355,13950,6,145
2020-07-27,AU,Australia,WPRO,453,14403,10,155
2020-07-28,AU,Australia,WPRO,532,14935,6,161
2020-07-29,AU,Australia,WPRO,369,15304,6,167
2020-07-30,AU,Australia,WPRO,278,15582,9,176
2020-07-31,AU,Australia,WPRO,721,16303,13,189
2020-08-01,AU,Australia,WPRO,602,16905,7,196
2020-08-02,AU,Australia,WPRO,377,17282,4,200
2020-08-03,AU,Australia,WPRO,641,17923,8,208
2020-08-04,AU,Australia,WPRO,395,18318,13,221
2020-08-05,AU,Australia,WPRO,411,18729,11,232
2020-08-06,AU,Australia,WPRO,715,19444,15,247
2020-08-07,AU,Australia,WPRO,418,19862,8,255
2020-08-08,AU,Australia,WPRO,410,20272,11,266
2020-08-09,AU,Australia,WPRO,426,20698,12,278
2020-08-10,AU,Australia,WPRO,386,21084,17,295
2020-08-11,AU,Australia,WPRO,313,21397,18,313
2020-08-12,AU,Australia,WPRO,316,21713,18,331
2020-08-13,AU,Australia,WPRO,414,22127,21,352
2020-08-14,AU,Australia,WPRO,231,22358,9,361
2020-08-15,AU,Australia,WPRO,385,22743,14,375
2020-08-16,AU,Australia,WPRO,292,23035,4,379
2020-08-17,AU,Australia,WPRO,253,23288,17,396
2020-08-18,AU,Australia,WPRO,271,23559,25,421
2020-08-19,AU,Australia,WPRO,214,23773,17,438
2020-08-20,AU,Australia,WPRO,220,23993,12,450
2020-08-21,AU,Australia,WPRO,243,24236,13,463
2020-08-22,AU,Australia,WPRO,171,24407,9,472
2020-08-23,AU,Australia,WPRO,195,24602,13,485
2020-08-24,AU,Australia,WPRO,210,24812,17,502
2020-08-25,AU,Australia,WPRO,104,24916,15,517
2020-08-26,AU,Australia,WPRO,137,25053,8,525
2020-08-27,AU,Australia,WPRO,152,25205,24,549
2020-08-28,AU,Australia,WPRO,117,25322,23,572
2020-08-29,AU,Australia,WPRO,126,25448,11,583
2020-08-30,AU,Australia,WPRO,99,25547,17,600
2020-08-31,AU,Australia,WPRO,123,25670,11,611
2020-09-01,AU,Australia,WPRO,76,25746,41,652
2020-09-02,AU,Australia,WPRO,73,25819,5,657
2020-09-03,AU,Australia,WPRO,104,25923,6,663
2020-09-04,AU,Australia,WPRO,126,26049,15,678
2020-09-05,AU,Australia,WPRO,87,26136,59,737
2020-09-06,AU,Australia,WPRO,71,26207,11,748
2020-09-07,AU,Australia,WPRO,72,26279,5,753
2020-09-08,AU,Australia,WPRO,43,26322,9,762
2020-09-09,AU,Australia,WPRO,52,26374,8,770
2020-09-10,AU,Australia,WPRO,91,26465,11,781
2020-09-11,AU,Australia,WPRO,48,26513,7,788
2020-09-12,AU,Australia,WPRO,52,26565,9,797
2020-09-13,AU,Australia,WPRO,42,26607,6,803
2020-09-14,AU,Australia,WPRO,44,26651,7,810
2020-09-15,AU,Australia,WPRO,41,26692,6,816
2020-09-16,AU,Australia,WPRO,46,26738,0,816
2020-09-17,AU,Australia,WPRO,41,26779,8,824
2020-09-18,AU,Australia,WPRO,34,26813,8,832
2020-09-19,AU,Australia,WPRO,48,26861,5,837
2020-09-20,AU,Australia,WPRO,24,26885,7,844
2020-09-21,AU,Australia,WPRO,13,26898,5,849
2020-09-22,AU,Australia,WPRO,14,26912,2,851
2020-09-23,AU,Australia,WPRO,30,26942,3,854
2020-09-24,AU,Australia,WPRO,31,26973,5,859
2020-09-25,AU,Australia,WPRO,10,26983,2,861
2020-09-26,AU,Australia,WPRO,17,27000,8,869
2020-09-27,AU,Australia,WPRO,16,27016,1,870
2020-09-28,AU,Australia,WPRO,24,27040,2,872
2020-09-29,AU,Australia,WPRO,4,27044,3,875
2020-09-30,AU,Australia,WPRO,19,27063,7,882
2020-10-01,AU,Australia,WPRO,15,27078,4,886
2020-10-02,AU,Australia,WPRO,18,27096,2,888
2020-10-03,AU,Australia,WPRO,17,27113,2,890
2020-10-04,AU,Australia,WPRO,8,27121,3,893
2020-10-05,AU,Australia,WPRO,15,27136,1,894
2020-10-06,AU,Australia,WPRO,13,27149,0,894
2020-10-07,AU,Australia,WPRO,25,27174,1,895
2020-10-08,AU,Australia,WPRO,8,27182,2,897
2020-10-09,AU,Australia,WPRO,24,27206,0,897
2020-10-10,AU,Australia,WPRO,23,27229,0,897
2020-10-11,AU,Australia,WPRO,15,27244,0,897
2020-10-12,AU,Australia,WPRO,20,27264,1,898
2020-01-03,CN,China,WPRO,0,0,0,0
2020-01-04,CN,China,WPRO,1,1,0,0
2020-01-05,CN,China,WPRO,0,1,0,0
2020-01-06,CN,China,WPRO,3,4,0,0
2020-01-07,CN,China,WPRO,0,4,0,0
2020-01-08,CN,China,WPRO,0,4,0,0
2020-01-09,CN,China,WPRO,0,4,0,0
2020-01-10,CN,China,WPRO,0,4,0,0
2020-01-11,CN,China,WPRO,41,45,1,1
2020-01-12,CN,China,WPRO,0,45,0,1
2020-01-13,CN,China,WPRO,0,45,0,1
2020-01-14,CN,China,WPRO,0,45,0,1
2020-01-15,CN,China,WPRO,0,45,0,1
2020-01-16,CN,China,WPRO,0,45,0,1
2020-01-17,CN,China,WPRO,4,49,1,2
2020-01-18,CN,China,WPRO,17,66,0,2
2020-01-19,CN,China,WPRO,59,125,1,3
2020-01-20,CN,China,WPRO,77,202,1,4
2020-01-21,CN,China,WPRO,93,295,2,6
2020-01-22,CN,China,WPRO,152,447,3,9
2020-01-23,CN,China,WPRO,131,578,8,17
2020-01-24,CN,China,WPRO,261,839,8,25
2020-01-25,CN,China,WPRO,462,1301,16,41
2020-01-26,CN,China,WPRO,688,1989,15,56
2020-01-27,CN,China,WPRO,776,2765,24,80
2020-01-28,CN,China,WPRO,1772,4537,26,106
2020-01-29,CN,China,WPRO,1462,5999,26,132
2020-01-30,CN,China,WPRO,1741,7740,38,170
2020-01-31,CN,China,WPRO,1984,9724,43,213
2020-02-01,CN,China,WPRO,2101,11825,46,259
2020-02-02,CN,China,WPRO,2590,14415,45,304
2020-02-03,CN,China,WPRO,2827,17242,57,361
2020-02-04,CN,China,WPRO,3233,20475,64,425
2020-02-05,CN,China,WPRO,3892,24367,66,491
2020-02-06,CN,China,WPRO,3697,28064,73,564
2020-02-07,CN,China,WPRO,3151,31215,73,637
2020-02-08,CN,China,WPRO,3387,34602,86,723
2020-02-09,CN,China,WPRO,2653,37255,89,812
2020-02-10,CN,China,WPRO,2985,40240,97,909
2020-02-11,CN,China,WPRO,2472,42712,108,1017
2020-02-12,CN,China,WPRO,2022,44734,97,1114
2020-02-13,CN,China,WPRO,15152,59886,254,1368
2020-02-14,CN,China,WPRO,4050,63936,13,1381
2020-02-15,CN,China,WPRO,2644,66580,143,1524
2020-02-16,CN,China,WPRO,2008,68588,142,1666
2020-02-17,CN,China,WPRO,2051,70639,106,1772
2020-02-18,CN,China,WPRO,1893,72532,98,1870
2020-02-19,CN,China,WPRO,1751,74283,136,2006
2020-02-20,CN,China,WPRO,396,74679,115,2121
2020-02-21,CN,China,WPRO,892,75571,118,2239
2020-02-22,CN,China,WPRO,825,76396,109,2348
2020-02-23,CN,China,WPRO,649,77045,97,2445
2020-02-24,CN,China,WPRO,221,77266,150,2595
2020-02-25,CN,China,WPRO,517,77783,71,2666
2020-02-26,CN,China,WPRO,411,78194,52,2718
2020-02-27,CN,China,WPRO,440,78634,29,2747
2020-02-28,CN,China,WPRO,329,78963,44,2791
2020-02-29,CN,China,WPRO,430,79393,47,2838
2020-03-01,CN,China,WPRO,579,79972,35,2873
2020-03-02,CN,China,WPRO,206,80178,42,2915
2020-03-03,CN,China,WPRO,128,80306,31,2946
2020-03-04,CN,China,WPRO,120,80426,38,2984
2020-03-05,CN,China,WPRO,143,80569,31,3015
2020-03-06,CN,China,WPRO,146,80715,30,3045
2020-03-07,CN,China,WPRO,102,80817,28,3073
2020-03-08,CN,China,WPRO,46,80863,27,3100
2020-03-09,CN,China,WPRO,45,80908,23,3123
2020-03-10,CN,China,WPRO,20,80928,17,3140
2020-03-11,CN,China,WPRO,31,80959,22,3162
2020-03-12,CN,China,WPRO,26,80985,11,3173
2020-03-13,CN,China,WPRO,10,80995,7,3180
2020-03-14,CN,China,WPRO,30,81025,14,3194
2020-03-15,CN,China,WPRO,27,81052,10,3204
2020-03-16,CN,China,WPRO,29,81081,14,3218
2020-03-17,CN,China,WPRO,39,81120,13,3231
2020-03-18,CN,China,WPRO,58,81178,11,3242
2020-03-19,CN,China,WPRO,99,81277,8,3250
2020-03-20,CN,China,WPRO,139,81416,11,3261
2020-03-21,CN,China,WPRO,82,81498,6,3267
2020-03-22,CN,China,WPRO,1,81499,0,3267
2020-03-23,CN,China,WPRO,104,81603,9,3276
2020-03-24,CN,China,WPRO,164,81767,7,3283
2020-03-25,CN,China,WPRO,102,81869,4,3287
2020-03-26,CN,China,WPRO,92,81961,6,3293
2020-03-27,CN,China,WPRO,132,82093,5,3298
2020-03-28,CN,China,WPRO,120,82213,3,3301
2020-03-29,CN,China,WPRO,128,82341,5,3306
2020-03-30,CN,China,WPRO,114,82455,4,3310
2020-03-31,CN,China,WPRO,90,82545,4,3314
2020-04-01,CN,China,WPRO,93,82638,7,3321
2020-04-02,CN,China,WPRO,86,82724,6,3327
2020-04-03,CN,China,WPRO,78,82802,4,3331
2020-04-04,CN,China,WPRO,73,82875,4,3335
2020-04-05,CN,China,WPRO,55,82930,3,3338
2020-04-06,CN,China,WPRO,75,83005,2,3340
2020-04-07,CN,China,WPRO,66,83071,0,3340
2020-04-08,CN,China,WPRO,90,83161,2,3342
2020-04-09,CN,China,WPRO,88,83249,2,3344
2020-04-10,CN,China,WPRO,56,83305,1,3345
2020-04-11,CN,China,WPRO,78,83383,4,3349
2020-04-12,CN,China,WPRO,102,83485,0,3349
2020-04-13,CN,China,WPRO,112,83597,2,3351
2020-04-14,CN,China,WPRO,99,83696,0,3351
2020-04-15,CN,China,WPRO,51,83747,1,3352
2020-04-16,CN,China,WPRO,50,83797,0,3352
2020-04-17,CN,China,WPRO,352,84149,1290,4642
2020-04-18,CN,China,WPRO,31,84180,0,4642
2020-04-19,CN,China,WPRO,43,84223,0,4642
2020-04-20,CN,China,WPRO,16,84239,0,4642
2020-04-21,CN,China,WPRO,14,84253,0,4642
2020-04-22,CN,China,WPRO,35,84288,0,4642
2020-04-23,CN,China,WPRO,15,84303,0,4642
2020-04-24,CN,China,WPRO,9,84312,0,4642
2020-04-25,CN,China,WPRO,12,84324,0,4642
2020-04-26,CN,China,WPRO,14,84338,0,4642
2020-04-27,CN,China,WPRO,3,84341,1,4643
2020-04-28,CN,China,WPRO,6,84347,0,4643
2020-04-29,CN,China,WPRO,22,84369,0,4643
2020-04-30,CN,China,WPRO,4,84373,0,4643
2020-05-01,CN,China,WPRO,12,84385,0,4643
2020-05-02,CN,China,WPRO,6,84391,0,4643
2020-05-03,CN,China,WPRO,2,84393,0,4643
2020-05-04,CN,China,WPRO,8,84401,0,4643
2020-05-05,CN,China,WPRO,3,84404,0,4643
2020-05-06,CN,China,WPRO,2,84406,0,4643
2020-05-07,CN,China,WPRO,3,84409,0,4643
2020-05-08,CN,China,WPRO,6,84415,0,4643
2020-05-09,CN,China,WPRO,1,84416,0,4643
2020-05-10,CN,China,WPRO,14,84430,0,4643
2020-05-11,CN,China,WPRO,20,84450,0,4643
2020-05-12,CN,China,WPRO,1,84451,1,4644
2020-05-13,CN,China,WPRO,7,84458,0,4644
2020-05-14,CN,China,WPRO,6,84464,0,4644
