Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-05-15,CN,China,WPRO,5,84469,0,4644
2020-05-16,CN,China,WPRO,9,84478,0,4644
2020-05-17,CN,China,WPRO,6,84484,1,4645
2020-05-18,CN,China,WPRO,10,84494,0,4645
2020-05-19,CN,China,WPRO,6,84500,0,4645
2020-05-20,CN,China,WPRO,5,84505,0,4645
2020-05-21,CN,China,WPRO,2,84507,0,4645
2020-05-22,CN,China,WPRO,13,84520,0,4645
2020-05-23,CN,China,WPRO,2,84522,0,4645
2020-05-24,CN,China,WPRO,3,84525,0,4645
2020-05-25,CN,China,WPRO,11,84536,0,4645
2020-05-26,CN,China,WPRO,7,84543,0,4645
2020-05-27,CN,China,WPRO,1,84544,0,4645
2020-05-28,CN,China,WPRO,3,84547,0,4645
2020-05-29,CN,China,WPRO,0,84547,0,4645
2020-05-30,CN,China,WPRO,18,84565,0,4645
2020-05-31,CN,China,WPRO,5,84570,0,4645
2020-06-01,CN,China,WPRO,18,84588,0,4645
2020-06-02,CN,China,WPRO,9,84597,0,4645
2020-06-03,CN,China,WPRO,5,84602,0,4645
2020-06-04,CN,China,WPRO,1,84603,0,4645
2020-06-05,CN,China,WPRO,11,84614,0,4645
2020-06-06,CN,China,WPRO,6,84620,0,4645
2020-06-07,CN,China,WPRO,9,84629,0,4645
2020-06-08,CN,China,WPRO,5,84634,0,4645
2020-06-09,CN,China,WPRO,4,84638,0,4645
2020-06-10,CN,China,WPRO,3,84641,0,4645
2020-06-11,CN,China,WPRO,11,84652,0,4645
2020-06-12,CN,China,WPRO,7,84659,0,4645
2020-06-13,CN,China,WPRO,12,84671,0,4645
2020-06-14,CN,China,WPRO,58,84729,0,4645
2020-06-15,CN,China,WPRO,49,84778,0,4645
2020-06-16,CN,China,WPRO,45,84823,0,4645
2020-06-17,CN,China,WPRO,44,84867,0,4645
2020-06-18,CN,China,WPRO,36,84903,0,4645
2020-06-19,CN,China,WPRO,37,84940,0,4645
2020-06-20,CN,China,WPRO,30,84970,0,4645
2020-06-21,CN,China,WPRO,27,84997,1,4646
2020-06-22,CN,China,WPRO,21,85018,0,4646
2020-06-23,CN,China,WPRO,52,85070,0,4646
2020-06-24,CN,China,WPRO,28,85098,1,4647
2020-06-25,CN,China,WPRO,21,85119,0,4647
2020-06-26,CN,China,WPRO,29,85148,1,4648
2020-06-27,CN,China,WPRO,24,85172,0,4648
2020-06-28,CN,China,WPRO,18,85190,0,4648
2020-06-29,CN,China,WPRO,14,85204,0,4648
2020-06-30,CN,China,WPRO,23,85227,0,4648
2020-07-01,CN,China,WPRO,5,85232,0,4648
2020-07-02,CN,China,WPRO,31,85263,0,4648
2020-07-03,CN,China,WPRO,15,85278,0,4648
2020-07-04,CN,China,WPRO,9,85287,0,4648
2020-07-05,CN,China,WPRO,19,85306,0,4648
2020-07-06,CN,China,WPRO,14,85320,0,4648
2020-07-07,CN,China,WPRO,25,85345,0,4648
2020-07-08,CN,China,WPRO,21,85366,0,4648
2020-07-09,CN,China,WPRO,33,85399,0,4648
2020-07-10,CN,China,WPRO,46,85445,0,4648
2020-07-11,CN,China,WPRO,42,85487,0,4648
2020-07-12,CN,China,WPRO,35,85522,0,4648
2020-07-13,CN,China,WPRO,46,85568,0,4648
2020-07-14,CN,China,WPRO,55,85623,1,4649
2020-07-15,CN,China,WPRO,54,85677,0,4649
2020-07-16,CN,China,WPRO,20,85697,2,4651
2020-07-17,CN,China,WPRO,78,85775,0,4651
2020-07-18,CN,China,WPRO,82,85857,1,4652
2020-07-19,CN,China,WPRO,80,85937,1,4653
2020-07-20,CN,China,WPRO,131,86068,0,4653
2020-07-21,CN,China,WPRO,84,86152,0,4653
2020-07-22,CN,China,WPRO,74,86226,2,4655
2020-07-23,CN,China,WPRO,135,86361,0,4655
2020-07-24,CN,China,WPRO,139,86500,1,4656
2020-07-25,CN,China,WPRO,160,86660,1,4657
2020-07-26,CN,China,WPRO,179,86839,2,4659
2020-07-27,CN,China,WPRO,189,87028,0,4659
2020-07-28,CN,China,WPRO,217,87245,4,4663
2020-07-29,CN,China,WPRO,212,87457,1,4664
2020-07-30,CN,China,WPRO,223,87680,1,4665
2020-07-31,CN,China,WPRO,276,87956,1,4666
2020-08-01,CN,China,WPRO,166,88122,2,4668
2020-08-02,CN,China,WPRO,180,88302,6,4674
2020-08-03,CN,China,WPRO,157,88459,2,4676
2020-08-04,CN,China,WPRO,114,88573,3,4679
2020-08-05,CN,China,WPRO,109,88682,4,4683
2020-08-06,CN,China,WPRO,122,88804,1,4684
2020-08-07,CN,China,WPRO,133,88937,3,4687
2020-08-08,CN,China,WPRO,120,89057,1,4688
2020-08-09,CN,China,WPRO,92,89149,0,4688
2020-08-10,CN,China,WPRO,121,89270,5,4693
2020-08-11,CN,China,WPRO,113,89383,3,4696
2020-08-12,CN,China,WPRO,61,89444,3,4699
2020-08-13,CN,China,WPRO,82,89526,5,4704
2020-08-14,CN,China,WPRO,99,89625,3,4707
2020-08-15,CN,China,WPRO,70,89695,1,4708
2020-08-16,CN,China,WPRO,66,89761,2,4710
2020-08-17,CN,China,WPRO,98,89859,0,4710
2020-08-18,CN,China,WPRO,67,89926,0,4710
2020-08-19,CN,China,WPRO,54,89980,2,4712
2020-08-20,CN,China,WPRO,33,90013,1,4713
2020-08-21,CN,China,WPRO,40,90053,3,4716
2020-08-22,CN,China,WPRO,50,90103,0,4716
2020-08-23,CN,China,WPRO,38,90141,1,4717
2020-08-24,CN,China,WPRO,41,90182,1,4718
2020-08-25,CN,China,WPRO,23,90205,0,4718
2020-08-26,CN,China,WPRO,34,90239,1,4719
2020-08-27,CN,China,WPRO,32,90271,1,4720
2020-08-28,CN,China,WPRO,30,90301,2,4722
2020-08-29,CN,China,WPRO,22,90323,3,4725
2020-08-30,CN,China,WPRO,28,90351,3,4728
2020-08-31,CN,China,WPRO,32,90383,1,4729
2020-09-01,CN,China,WPRO,19,90402,1,4730
2020-09-02,CN,China,WPRO,20,90422,1,4731
2020-09-03,CN,China,WPRO,20,90442,3,4734
2020-09-04,CN,China,WPRO,33,90475,1,4735
2020-09-05,CN,China,WPRO,23,90498,0,4735
2020-09-06,CN,China,WPRO,19,90517,0,4735
2020-09-07,CN,China,WPRO,34,90551,2,4737
2020-09-08,CN,China,WPRO,22,90573,2,4739
2020-09-09,CN,China,WPRO,9,90582,1,4740
2020-09-10,CN,China,WPRO,13,90595,0,4740
2020-09-11,CN,China,WPRO,28,90623,0,4740
2020-09-12,CN,China,WPRO,20,90643,0,4740
2020-09-13,CN,China,WPRO,23,90666,1,4741
2020-09-14,CN,China,WPRO,29,90695,0,4741
2020-09-15,CN,China,WPRO,23,90718,1,4742
2020-09-16,CN,China,WPRO,16,90734,1,4743
2020-09-17,CN,China,WPRO,19,90753,0,4743
2020-09-18,CN,China,WPRO,44,90797,0,4743
2020-09-19,CN,China,WPRO,17,90814,1,4744
2020-09-20,CN,China,WPRO,26,90840,0,4744
2020-09-21,CN,China,WPRO,36,90876,0,4744
2020-09-22,CN,China,WPRO,14,90890,0,4744
2020-09-23,CN,China,WPRO,18,90908,0,4744
2020-09-24,CN,China,WPRO,10,90918,1,4745
2020-09-25,CN,China,WPRO,15,90933,0,4745
2020-09-26,CN,China,WPRO,18,90951,1,4746
2020-09-27,CN,China,WPRO,15,90966,0,4746
2020-09-28,CN,China,WPRO,27,90993,0,4746
2020-09-29,CN,China,WPRO,25,91018,0,4746
2020-09-30,CN,China,WPRO,23,91041,0,4746
2020-10-01,CN,China,WPRO,20,91061,0,4746
2020-10-02,CN,China,WPRO,21,91082,0,4746
2020-10-03,CN,China,WPRO,19,91101,0,4746
2020-10-04,CN,China,WPRO,20,91121,0,4746
2020-10-05,CN,China,WPRO,25,91146,0,4746
2020-10-06,CN,China,WPRO,24,91170,0,4746
2020-10-07,CN,China,WPRO,18,91188,0,4746
2020-10-08,CN,China,WPRO,24,91212,0,4746
2020-10-09,CN,China,WPRO,40,91252,0,4746
2020-10-10,CN,China,WPRO,26,91278,0,4746
2020-10-11,CN,China,WPRO,27,91305,0,4746
2020-10-12,CN,China,WPRO,28,91333,0,4746
2020-01-03,IT,Italy,EURO,0,0,0,0
2020-01-04,IT,Italy,EURO,0,0,0,0
2020-01-05,IT,Italy,EURO,0,0,0,0
2020-01-06,IT,Italy,EURO,0,0,0,0
2020-01-07,IT,Italy,EURO,0,0,0,0
2020-01-08,IT,Italy,EURO,0,0,0,0
2020-01-09,IT,Italy,EURO,0,0,0,0
2020-01-10,IT,Italy,EURO,0,0,0,0
2020-01-11,IT,Italy,EURO,0,0,0,0
2020-01-12,IT,Italy,EURO,0,0,0,0
2020-01-13,IT,Italy,EURO,0,0,0,0
2020-01-14,IT,Italy,EURO,0,0,0,0
2020-01-15,IT,Italy,EURO,0,0,0,0
2020-01-16,IT,Italy,EURO,0,0,0,0
2020-01-17,IT,Italy,EURO,0,0,0,0
2020-01-18,IT,Italy,EURO,0,0,0,0
2020-01-19,IT,Italy,EURO,0,0,0,0
2020-01-20,IT,Italy,EURO,0,0,0,0
2020-01-21,IT,Italy,EURO,0,0,0,0
2020-01-22,IT,Italy,EURO,0,0,0,0
2020-01-23,IT,Italy,EURO,0,0,0,0
2020-01-24,IT,Italy,EURO,0,0,0,0
2020-01-25,IT,Italy,EURO,0,0,0,0
2020-01-26,IT,Italy,EURO,0,0,0,0
2020-01-27,IT,Italy,EURO,0,0,0,0
2020-01-28,IT,Italy,EURO,0,0,0,0
2020-01-29,IT,Italy,EURO,2,2,0,0
2020-01-30,IT,Italy,EURO,0,2,0,0
2020-01-31,IT,Italy,EURO,1,3,0,0
2020-02-01,IT,Italy,EURO,0,3,0,0
2020-02-02,IT,Italy,EURO,0,3,0,0
2020-02-03,IT,Italy,EURO,0,3,0,0
2020-02-04,IT,Italy,EURO,0,3,0,0
2020-02-05,IT,Italy,EURO,0,3,0,0
2020-02-06,IT,Italy,EURO,0,3,0,0
2020-02-07,IT,Italy,EURO,0,3,0,0
2020-02-08,IT,Italy,EURO,0,3,0,0
2020-02-09,IT,Italy,EURO,0,3,0,0
2020-02-10,IT,Italy,EURO,0,3,0,0
2020-02-11,IT,Italy,EURO,0,3,0,0
2020-02-12,IT,Italy,EURO,0,3,0,0
2020-02-13,IT,Italy,EURO,0,3,0,0
2020-02-14,IT,Italy,EURO,0,3,0,0
2020-02-15,IT,Italy,EURO,0,3,0,0
2020-02-16,IT,Italy,EURO,0,3,0,0
2020-02-17,IT,Italy,EURO,0,3,0,0
2020-02-18,IT,Italy,EURO,0,3,0,0
2020-02-19,IT,Italy,EURO,0,3,0,0
2020-02-20,IT,Italy,EURO,0,3,0,0
2020-02-21,IT,Italy,EURO,0,3,0,0
2020-02-22,IT,Italy,EURO,14,17,0,0
2020-02-23,IT,Italy,EURO,62,79,2,2
2020-02-24,IT,Italy,EURO,53,132,0,2
2020-02-25,IT,Italy,EURO,97,229,4,6
2020-02-26,IT,Italy,EURO,93,322,5,11
2020-02-27,IT,Italy,EURO,78,400,1,12
2020-02-28,IT,Italy,EURO,250,650,5,17
2020-02-29,IT,Italy,EURO,238,888,4,21
2020-03-01,IT,Italy,EURO,240,1128,8,29
2020-03-02,IT,Italy,EURO,561,1689,6,35
2020-03-03,IT,Italy,EURO,347,2036,17,52
2020-03-04,IT,Italy,EURO,466,2502,28,80
2020-03-05,IT,Italy,EURO,587,3089,27,107
2020-03-06,IT,Italy,EURO,769,3858,41,148
2020-03-07,IT,Italy,EURO,778,4636,49,197
2020-03-08,IT,Italy,EURO,1247,5883,36,233
2020-03-09,IT,Italy,EURO,1492,7375,133,366
2020-03-10,IT,Italy,EURO,1797,9172,98,464
2020-03-11,IT,Italy,EURO,977,10149,167,631
2020-03-12,IT,Italy,EURO,2313,12462,196,827
2020-03-13,IT,Italy,EURO,2651,15113,189,1016
2020-03-14,IT,Italy,EURO,2547,17660,252,1268
2020-03-15,IT,Italy,EURO,3497,21157,173,1441
2020-03-16,IT,Italy,EURO,2823,23980,370,1811
2020-03-17,IT,Italy,EURO,4000,27980,347,2158
2020-03-18,IT,Italy,EURO,3526,31506,347,2505
2020-03-19,IT,Italy,EURO,4207,35713,473,2978
2020-03-20,IT,Italy,EURO,5322,41035,429,3407
2020-03-21,IT,Italy,EURO,5986,47021,625,4032
2020-03-22,IT,Italy,EURO,6557,53578,795,4827
2020-03-23,IT,Italy,EURO,5560,59138,649,5476
2020-03-24,IT,Italy,EURO,4789,63927,601,6077
2020-03-25,IT,Italy,EURO,5249,69176,743,6820
2020-03-26,IT,Italy,EURO,5210,74386,685,7505
2020-03-27,IT,Italy,EURO,6153,80539,660,8165
2020-03-28,IT,Italy,EURO,5959,86498,971,9136
2020-03-29,IT,Italy,EURO,5974,92472,887,10023
2020-03-30,IT,Italy,EURO,5217,97689,758,10781
2020-03-31,IT,Italy,EURO,4050,101739,810,11591
2020-04-01,IT,Italy,EURO,4053,105792,839,12430
2020-04-02,IT,Italy,EURO,4782,110574,727,13157
2020-04-03,IT,Italy,EURO,4668,115242,760,13917
2020-04-04,IT,Italy,EURO,4585,119827,764,14681
2020-04-05,IT,Italy,EURO,4805,124632,681,15362
2020-04-06,IT,Italy,EURO,4316,128948,527,15889
2020-04-07,IT,Italy,EURO,3599,132547,636,16525
2020-04-08,IT,Italy,EURO,3039,135586,604,17129
2020-04-09,IT,Italy,EURO,3836,139422,540,17669
2020-04-10,IT,Italy,EURO,4204,143626,612,18281
2020-04-11,IT,Italy,EURO,3951,147577,570,18851
2020-04-12,IT,Italy,EURO,4694,152271,619,19470
2020-04-13,IT,Italy,EURO,4092,156363,431,19901
2020-04-14,IT,Italy,EURO,3153,159516,564,20465
2020-04-15,IT,Italy,EURO,2972,162488,604,21069
2020-04-16,IT,Italy,EURO,2667,165155,578,21647
2020-04-17,IT,Italy,EURO,3786,168941,525,22172
2020-04-18,IT,Italy,EURO,3493,172434,575,22747
2020-04-19,IT,Italy,EURO,3491,175925,480,23227
2020-04-20,IT,Italy,EURO,3047,178972,433,23660
2020-04-21,IT,Italy,EURO,2256,181228,454,24114
2020-04-22,IT,Italy,EURO,2729,183957,534,24648
2020-04-23,IT,Italy,EURO,3370,187327,437,25085
2020-04-24,IT,Italy,EURO,2646,189973,464,25549
2020-04-25,IT,Italy,EURO,3021,192994,420,25969
2020-04-26,IT,Italy,EURO,2357,195351,415,26384
2020-04-27,IT,Italy,EURO,2324,197675,260,26644
2020-04-28,IT,Italy,EURO,1739,199414,333,26977
2020-04-29,IT,Italy,EURO,2091,201505,382,27359
2020-04-30,IT,Italy,EURO,2086,203591,323,27682
2020-05-01,IT,Italy,EURO,1872,205463,285,27967
2020-05-02,IT,Italy,EURO,1965,207428,269,28236
2020-05-03,IT,Italy,EURO,1900,209328,474,28710
2020-05-04,IT,Italy,EURO,1389,210717,174,28884
2020-05-05,IT,Italy,EURO,1221,211938,195,29079
2020-05-06,IT,Italy,EURO,1075,213013,236,29315
2020-05-07,IT,Italy,EURO,1444,214457,369,29684
2020-05-08,IT,Italy,EURO,1401,215858,274,29958
2020-05-09,IT,Italy,EURO,1327,217185,243,30201
2020-05-10,IT,Italy,EURO,1083,218268,194,30395
2020-05-11,IT,Italy,EURO,802,219070,165,30560
2020-05-12,IT,Italy,EURO,744,219814,179,30739
2020-05-13,IT,Italy,EURO,1402,221216,172,30911
2020-05-14,IT,Italy,EURO,888,222104,195,31106
2020-05-15,IT,Italy,EURO,992,223096,262,31368
2020-05-16,IT,Italy,EURO,789,223885,242,31610
2020-05-17,IT,Italy,EURO,875,224760,153,31763
2020-05-18,IT,Italy,EURO,675,225435,145,31908
2020-05-19,IT,Italy,EURO,451,225886,99,32007
2020-05-20,IT,Italy,EURO,813,226699,162,32169
2020-05-21,IT,Italy,EURO,665,227364,161,32330
2020-05-22,IT,Italy,EURO,642,228006,156,32486
2020-05-23,IT,Italy,EURO,652,228658,130,32616
2020-05-24,IT,Italy,EURO,669,229327,119,32735
2020-05-25,IT,Italy,EURO,531,229858,50,32785
2020-05-26,IT,Italy,EURO,300,230158,92,32877
2020-05-27,IT,Italy,EURO,397,230555,78,32955
2020-05-28,IT,Italy,EURO,584,231139,117,33072
2020-05-29,IT,Italy,EURO,593,231732,70,33142
2020-05-30,IT,Italy,EURO,516,232248,87,33229
2020-05-31,IT,Italy,EURO,416,232664,111,33340
2020-06-01,IT,Italy,EURO,355,233019,75,33415
2020-06-02,IT,Italy,EURO,178,233197,60,33475
2020-06-03,IT,Italy,EURO,318,233515,55,33530
2020-06-04,IT,Italy,EURO,321,233836,71,33601
2020-06-05,IT,Italy,EURO,177,234013,88,33689
2020-06-06,IT,Italy,EURO,518,234531,85,33774
2020-06-07,IT,Italy,EURO,270,234801,72,33846
2020-06-08,IT,Italy,EURO,197,234998,53,33899
2020-06-09,IT,Italy,EURO,280,235278,65,33964
2020-06-10,IT,Italy,EURO,283,235561,79,34043
2020-06-11,IT,Italy,EURO,202,235763,71,34114
2020-06-12,IT,Italy,EURO,379,236142,53,34167
2020-06-13,IT,Italy,EURO,163,236305,56,34223
2020-06-14,IT,Italy,EURO,346,236651,78,34301
2020-06-15,IT,Italy,EURO,338,236989,44,34345
2020-06-16,IT,Italy,EURO,301,237290,26,34371
2020-06-17,IT,Italy,EURO,210,237500,34,34405
2020-06-18,IT,Italy,EURO,328,237828,43,34448
2020-06-19,IT,Italy,EURO,331,238159,66,34514
2020-06-20,IT,Italy,EURO,-148,238011,47,34561
2020-06-21,IT,Italy,EURO,264,238275,49,34610
2020-06-22,IT,Italy,EURO,224,238499,24,34634
2020-06-23,IT,Italy,EURO,221,238720,23,34657
2020-06-24,IT,Italy,EURO,113,238833,18,34675
2020-06-25,IT,Italy,EURO,577,239410,-31,34644
2020-06-26,IT,Italy,EURO,296,239706,34,34678
2020-06-27,IT,Italy,EURO,255,239961,30,34708
2020-06-28,IT,Italy,EURO,175,240136,8,34716
2020-06-29,IT,Italy,EURO,174,240310,22,34738
2020-06-30,IT,Italy,EURO,126,240436,6,34744
2020-07-01,IT,Italy,EURO,142,240578,23,34767
2020-07-02,IT,Italy,EURO,182,240760,21,34788
2020-07-03,IT,Italy,EURO,201,240961,30,34818
2020-07-04,IT,Italy,EURO,223,241184,15,34833
2020-07-05,IT,Italy,EURO,235,241419,21,34854
2020-07-06,IT,Italy,EURO,192,241611,7,34861
2020-07-07,IT,Italy,EURO,208,241819,8,34869
2020-07-08,IT,Italy,EURO,137,241956,30,34899
2020-07-09,IT,Italy,EURO,193,242149,15,34914
2020-07-10,IT,Italy,EURO,214,242363,12,34926
2020-07-11,IT,Italy,EURO,276,242639,12,34938
2020-07-12,IT,Italy,EURO,188,242827,7,34945
2020-07-13,IT,Italy,EURO,234,243061,9,34954
2020-07-14,IT,Italy,EURO,169,243230,13,34967
2020-07-15,IT,Italy,EURO,114,243344,17,34984
2020-07-16,IT,Italy,EURO,162,243506,13,34997
2020-07-17,IT,Italy,EURO,230,243736,20,35017
2020-07-18,IT,Italy,EURO,231,243967,11,35028
2020-07-19,IT,Italy,EURO,249,244216,14,35042
2020-07-20,IT,Italy,EURO,218,244434,3,35045
2020-07-21,IT,Italy,EURO,190,244624,13,35058
2020-07-22,IT,Italy,EURO,128,244752,15,35073
2020-07-23,IT,Italy,EURO,280,245032,9,35082
2020-07-24,IT,Italy,EURO,306,245338,10,35092
2020-07-25,IT,Italy,EURO,252,245590,5,35097
2020-07-26,IT,Italy,EURO,274,245864,5,35102
2020-07-27,IT,Italy,EURO,254,246118,5,35107
2020-07-28,IT,Italy,EURO,168,246286,5,35112
2020-07-29,IT,Italy,EURO,202,246488,11,35123
2020-07-30,IT,Italy,EURO,288,246776,6,35129
2020-07-31,IT,Italy,EURO,382,247158,3,35132
2020-08-01,IT,Italy,EURO,379,247537,9,35141
2020-08-02,IT,Italy,EURO,295,247832,5,35146
2020-08-03,IT,Italy,EURO,238,248070,8,35154
2020-08-04,IT,Italy,EURO,159,248229,12,35166
2020-08-05,IT,Italy,EURO,190,248419,5,35171
2020-08-06,IT,Italy,EURO,384,248803,10,35181
2020-08-07,IT,Italy,EURO,401,249204,6,35187
2020-08-08,IT,Italy,EURO,552,249756,3,35190
2020-08-09,IT,Italy,EURO,347,250103,13,35203
2020-08-10,IT,Italy,EURO,463,250566,2,35205
2020-08-11,IT,Italy,EURO,259,250825,4,35209
2020-08-12,IT,Italy,EURO,412,251237,6,35215
2020-08-13,IT,Italy,EURO,476,251713,10,35225
2020-08-14,IT,Italy,EURO,522,252235,6,35231
2020-08-15,IT,Italy,EURO,574,252809,3,35234
2020-08-16,IT,Italy,EURO,629,253438,158,35392
2020-08-17,IT,Italy,EURO,477,253915,4,35396
2020-08-18,IT,Italy,EURO,320,254235,4,35400
2020-08-19,IT,Italy,EURO,401,254636,5,35405
2020-08-20,IT,Italy,EURO,642,255278,7,35412
2020-08-21,IT,Italy,EURO,840,256118,6,35418
2020-08-22,IT,Italy,EURO,947,257065,9,35427
2020-08-23,IT,Italy,EURO,1071,258136,3,35430
2020-08-24,IT,Italy,EURO,1209,259345,7,35437
2020-08-25,IT,Italy,EURO,953,260298,4,35441
2020-08-26,IT,Italy,EURO,876,261174,4,35445
2020-08-27,IT,Italy,EURO,1366,262540,13,35458
2020-08-28,IT,Italy,EURO,1409,263949,5,35463
2020-08-29,IT,Italy,EURO,1460,265409,9,35472
2020-08-30,IT,Italy,EURO,1444,266853,1,35473
2020-08-31,IT,Italy,EURO,1365,268218,4,35477
2020-09-01,IT,Italy,EURO,996,269214,6,35483
2020-09-02,IT,Italy,EURO,975,270189,8,35491
2020-09-03,IT,Italy,EURO,1326,271515,6,35497
2020-09-04,IT,Italy,EURO,1397,272912,10,35507
2020-09-05,IT,Italy,EURO,1732,274644,11,35518
2020-09-06,IT,Italy,EURO,1694,276338,16,35534
2020-09-07,IT,Italy,EURO,1296,277634,7,35541
2020-09-08,IT,Italy,EURO,1150,278784,12,35553
2020-09-09,IT,Italy,EURO,1369,280153,10,35563
2020-09-10,IT,Italy,EURO,1430,281583,14,35577
2020-09-11,IT,Italy,EURO,1597,283180,10,35587
2020-09-12,IT,Italy,EURO,1616,284796,10,35597
2020-09-13,IT,Italy,EURO,1501,286297,6,35603
2020-09-14,IT,Italy,EURO,1456,287753,7,35610
2020-09-15,IT,Italy,EURO,1008,288761,14,35624
2020-09-16,IT,Italy,EURO,1229,289990,9,35633
2020-09-17,IT,Italy,EURO,1452,291442,12,35645
2020-09-18,IT,Italy,EURO,1583,293025,13,35658
2020-09-19,IT,Italy,EURO,1907,294932,10,35668
2020-09-20,IT,Italy,EURO,1637,296569,24,35692
2020-09-21,IT,Italy,EURO,1587,298156,15,35707
2020-09-22,IT,Italy,EURO,1350,299506,17,35724
2020-09-23,IT,Italy,EURO,1391,300897,14,35738
